order_id,store_id,partner_id,category,order_time,promised_time,delivered_time,delivered_time_dt,delivery_minutes,city,locality,vehicle_type,order_hour,is_on_time,at_risk,predicted_risk_score,predicted_at_risk
O00252,S009,P019,Snacks,2026-06-19 18:24:00,2026-06-19 18:34:00,2026-06-19 18:32:55,2026-06-19 18:32:55,8.916666666666666,Mumbai,Kurla,bike,18,1,0,0.5815967457774459,1
O01721,S011,P051,Bakery,2026-06-10 16:40:00,2026-06-10 16:50:00,2026-06-10 16:49:49,2026-06-10 16:49:49,9.816666666666666,Bengaluru,Koramangala,bike,16,1,0,0.6594126536092958,1
O01438,S010,P040,Dairy,2026-06-10 14:04:00,2026-06-10 14:14:00,2026-06-10 14:13:25,2026-06-10 14:13:25,9.416666666666666,Mumbai,Goregaon,bike,14,1,0,0.42699408422820595,0
O00571,S003,P034,Beverages,2026-06-13 22:14:00,2026-06-13 22:24:00,2026-06-13 22:29:30,2026-06-13 22:29:30,15.5,Mumbai,Powai,bike,22,0,1,0.7133162348142306,1
O00985,S020,P009,Household,2026-06-22 07:23:00,2026-06-22 07:33:00,2026-06-22 07:29:25,2026-06-22 07:29:25,6.416666666666667,Bengaluru,Malleshwaram,bike,7,1,0,0.26749337400547757,0
O00737,S001,P054,Dairy,2026-06-07 11:21:00,2026-06-07 11:31:00,2026-06-07 11:30:05,2026-06-07 11:30:05,9.083333333333334,Mumbai,Andheri,bike,11,1,0,0.38328751982817655,0
O01183,S017,P027,Beverages,2026-06-24 13:11:00,2026-06-24 13:21:00,2026-06-24 13:18:43,2026-06-24 13:18:43,7.716666666666667,Bengaluru,JP Nagar,bike,13,1,0,0.5403681795552256,1
O00436,S006,P057,Fruits & Vegetables,2026-06-06 19:35:00,2026-06-06 19:45:00,2026-06-06 19:56:00,2026-06-06 19:56:00,21.0,Mumbai,Chembur,bicycle,19,0,1,0.7487422919699677,1
O01247,S008,P006,Dairy,2026-06-19 05:47:00,2026-06-19 05:57:00,2026-06-19 05:54:36,2026-06-19 05:54:36,7.6,Mumbai,Worli,bike,5,1,0,0.2889250825185794,0
O00006,S005,P009,Bakery,2026-06-18 08:33:00,2026-06-18 08:43:00,2026-06-18 08:41:16,2026-06-18 08:41:16,8.266666666666667,Mumbai,Malad,bike,8,1,0,0.3238898543973408,0
O01203,S013,P042,Fruits & Vegetables,2026-06-26 09:16:00,2026-06-26 09:26:00,2026-06-26 09:25:17,2026-06-26 09:25:17,9.283333333333333,Bengaluru,Whitefield,bike,9,1,0,0.45964889236767,0
O00390,S006,P017,Snacks,2026-06-29 16:46:00,2026-06-29 16:56:00,2026-06-29 16:55:52,2026-06-29 16:55:52,9.866666666666667,Mumbai,Chembur,bike,16,1,0,0.5242262313145946,1
O01704,S005,P021,Dairy,2026-06-07 19:50:00,2026-06-07 20:00:00,2026-06-07 20:02:57,2026-06-07 20:02:57,12.95,Mumbai,Malad,bicycle,19,0,1,0.5241132370461459,1
O01180,S010,P033,Fruits & Vegetables,2026-06-19 11:26:00,2026-06-19 11:36:00,2026-06-19 11:36:23,2026-06-19 11:36:23,10.383333333333333,Mumbai,Goregaon,scooter,11,0,1,0.5341708354244245,1
O00232,S005,P007,Grocery,2026-06-10 21:55:00,2026-06-10 22:05:00,2026-06-10 22:10:11,2026-06-10 22:10:11,15.183333333333334,Mumbai,Malad,bike,21,0,1,0.5732846850640589,1
O00857,S017,P041,Grocery,2026-06-10 13:43:00,2026-06-10 13:53:00,2026-06-10 13:51:53,2026-06-10 13:51:53,8.883333333333333,Bengaluru,JP Nagar,bike,13,1,0,0.5708430419811511,1
O00035,S008,P018,Dairy,2026-06-26 18:24:00,2026-06-26 18:34:00,2026-06-26 18:35:22,2026-06-26 18:35:22,11.366666666666667,Mumbai,Worli,scooter,18,0,1,0.542789950921486,1
O00929,S017,P031,Fruits & Vegetables,2026-06-07 11:04:00,2026-06-07 11:14:00,2026-06-07 11:14:38,2026-06-07 11:14:38,10.633333333333333,Bengaluru,JP Nagar,bike,11,0,1,0.6824394081283226,1
O00096,S017,P042,Bakery,2026-06-30 10:37:00,2026-06-30 10:47:00,2026-06-30 10:45:21,2026-06-30 10:45:21,8.35,Bengaluru,JP Nagar,bike,10,1,0,0.519698590177492,1
O01627,S003,P020,Dairy,2026-06-26 11:25:00,2026-06-26 11:35:00,2026-06-26 11:34:04,2026-06-26 11:34:04,9.066666666666666,Mumbai,Powai,bike,11,1,0,0.5234799470254989,1
O01798,S013,P041,Fruits & Vegetables,2026-06-24 10:50:00,2026-06-24 11:00:00,2026-06-24 11:01:10,2026-06-24 11:01:10,11.166666666666666,Bengaluru,Whitefield,bike,10,0,1,0.4801903590026024,0
O01216,S016,P019,Dairy,2026-06-07 09:47:00,2026-06-07 09:57:00,2026-06-07 09:56:30,2026-06-07 09:56:30,9.5,Bengaluru,Marathahalli,bike,9,1,0,0.3332157494944657,0
O00909,S016,P018,Beverages,2026-06-25 19:41:00,2026-06-25 19:51:00,2026-06-25 19:51:56,2026-06-25 19:51:56,10.933333333333334,Bengaluru,Marathahalli,scooter,19,0,1,0.5103494435601007,1
O00009,S019,P015,Grocery,2026-06-03 18:03:00,2026-06-03 18:13:00,2026-06-03 18:12:25,2026-06-03 18:12:25,9.416666666666666,Bengaluru,Yelahanka,bike,18,1,0,0.49018264837871983,0
O01058,S008,P059,Grocery,2026-06-09 16:37:00,2026-06-09 16:47:00,2026-06-09 16:45:23,2026-06-09 16:45:23,8.383333333333333,Mumbai,Worli,bicycle,16,1,0,0.5101017358760488,1
O01392,S007,P043,Household,2026-06-12 08:20:00,2026-06-12 08:30:00,2026-06-12 08:32:32,2026-06-12 08:32:32,12.533333333333333,Mumbai,Borivali,bike,8,0,1,0.8095419771059069,1
O00050,S014,P015,Dairy,2026-06-26 22:33:00,2026-06-26 22:43:00,2026-06-26 22:44:35,2026-06-26 22:44:35,11.583333333333334,Bengaluru,HSR Layout,bike,22,0,1,0.9178233338322916,1
O00787,S008,P032,Dairy,2026-06-26 15:02:00,2026-06-26 15:12:00,2026-06-26 15:10:10,2026-06-26 15:10:10,8.166666666666666,Mumbai,Worli,scooter,15,1,0,0.4810468534476129,0
O01542,S004,P023,Snacks,2026-06-24 19:46:00,2026-06-24 19:56:00,2026-06-24 20:01:37,2026-06-24 20:01:37,15.616666666666667,Mumbai,Dadar,bike,19,0,1,0.5282355086321862,1
O00619,S017,P035,Household,2026-06-26 14:16:00,2026-06-26 14:26:00,2026-06-26 14:23:31,2026-06-26 14:23:31,7.516666666666667,Bengaluru,JP Nagar,bike,14,1,0,0.5463745508248768,1
O01201,S004,P043,Dairy,2026-06-30 15:46:00,2026-06-30 15:56:00,2026-06-30 15:49:42,2026-06-30 15:49:42,3.7,Mumbai,Dadar,bike,15,1,0,0.4631203780674619,0
O01025,S010,P027,Fruits & Vegetables,2026-06-29 18:35:00,2026-06-29 18:45:00,2026-06-29 18:45:13,2026-06-29 18:45:13,10.216666666666667,Mumbai,Goregaon,bike,18,0,1,0.6713351043114789,1
O01013,S008,P008,Personal Care,2026-06-16 10:21:00,2026-06-16 10:31:00,2026-06-16 10:30:22,2026-06-16 10:30:22,9.366666666666667,Mumbai,Worli,bike,10,1,0,0.2590264294602465,0
O00792,S015,P025,Household,2026-06-17 18:02:00,2026-06-17 18:12:00,2026-06-17 18:13:15,2026-06-17 18:13:15,11.25,Bengaluru,Jayanagar,scooter,18,0,1,0.4158815188117111,0
O01114,S018,P006,Dairy,2026-06-25 06:28:00,2026-06-25 06:38:00,2026-06-25 06:34:37,2026-06-25 06:34:37,6.616666666666666,Bengaluru,Electronic City,bike,6,1,0,0.20088452737860757,0
O00551,S018,P019,Dairy,2026-06-10 18:58:00,2026-06-10 19:08:00,2026-06-10 19:10:34,2026-06-10 19:10:34,12.566666666666666,Bengaluru,Electronic City,bike,18,0,1,0.40346179800958565,0
O00567,S005,P048,Bakery,2026-06-12 04:48:00,2026-06-12 04:58:00,2026-06-12 04:54:22,2026-06-12 04:54:22,6.366666666666666,Mumbai,Malad,bike,4,1,0,0.25619175227636237,0
O00565,S017,P006,Fruits & Vegetables,2026-06-12 15:42:00,2026-06-12 15:52:00,2026-06-12 15:54:15,2026-06-12 15:54:15,12.25,Bengaluru,JP Nagar,bike,15,0,1,0.7493051182935944,1
O00451,S009,P034,Bakery,2026-06-30 20:50:00,2026-06-30 21:00:00,2026-06-30 21:05:51,2026-06-30 21:05:51,15.85,Mumbai,Kurla,bike,20,0,1,0.6543230575762198,1
O00674,S009,P059,Dairy,2026-06-04 04:22:00,2026-06-04 04:32:00,2026-06-04 04:30:37,2026-06-04 04:30:37,8.616666666666667,Mumbai,Kurla,bicycle,4,1,0,0.31945467879171546,0
O00545,S014,P042,Snacks,2026-06-24 18:01:00,2026-06-24 18:11:00,2026-06-24 18:10:44,2026-06-24 18:10:44,9.733333333333333,Bengaluru,HSR Layout,bike,18,1,0,0.8822772000874417,1
O01776,S009,P023,Snacks,2026-06-01 07:51:00,2026-06-01 08:01:00,2026-06-01 07:58:09,2026-06-01 07:58:09,7.15,Mumbai,Kurla,bike,7,1,0,0.35941457821245054,0
O01571,S001,P026,Personal Care,2026-06-15 12:36:00,2026-06-15 12:46:00,2026-06-15 12:44:24,2026-06-15 12:44:24,8.4,Mumbai,Andheri,scooter,12,1,0,0.2776904925391569,0
O00452,S005,P010,Snacks,2026-06-30 07:49:00,2026-06-30 07:59:00,2026-06-30 07:53:33,2026-06-30 07:53:33,4.55,Mumbai,Malad,bike,7,1,0,0.276429680151325,0
O00578,S020,P031,Bakery,2026-06-06 09:26:00,2026-06-06 09:36:00,2026-06-06 09:30:21,2026-06-06 09:30:21,4.35,Bengaluru,Malleshwaram,bike,9,1,0,0.34984549131749215,0
O00872,S013,P013,Bakery,2026-06-11 17:32:00,2026-06-11 17:42:00,2026-06-11 17:35:29,2026-06-11 17:35:29,3.4833333333333334,Bengaluru,Whitefield,bike,17,1,0,0.47361432188166075,0
O01113,S008,P026,Personal Care,2026-06-10 13:24:00,2026-06-10 13:34:00,2026-06-10 13:28:24,2026-06-10 13:28:24,4.4,Mumbai,Worli,scooter,13,1,0,0.3092545986914681,0
O00180,S017,P006,Fruits & Vegetables,2026-06-17 12:23:00,2026-06-17 12:33:00,2026-06-17 12:35:41,2026-06-17 12:35:41,12.683333333333334,Bengaluru,JP Nagar,bike,12,0,1,0.7000385098090502,1
O00568,S002,P043,Personal Care,2026-06-17 21:23:00,2026-06-17 21:33:00,2026-06-17 21:36:39,2026-06-17 21:36:39,13.65,Mumbai,Bandra,bike,21,0,1,0.4376277533819386,0
O01565,S003,P005,Snacks,2026-06-17 18:48:00,2026-06-17 18:58:00,2026-06-17 18:56:59,2026-06-17 18:56:59,8.983333333333333,Mumbai,Powai,bike,18,1,0,0.6461746873140938,1
O00202,S015,P003,Beverages,2026-06-07 05:12:00,2026-06-07 05:22:00,2026-06-07 05:20:08,2026-06-07 05:20:08,8.133333333333333,Bengaluru,Jayanagar,bike,5,1,0,0.20527834540434012,0
O00472,S011,P044,Dairy,2026-06-24 03:31:00,2026-06-24 03:41:00,2026-06-24 03:41:28,2026-06-24 03:41:28,10.466666666666667,Bengaluru,Koramangala,scooter,3,0,1,0.38077283568938947,0
O01237,S018,P008,Fruits & Vegetables,2026-06-03 11:05:00,2026-06-03 11:15:00,2026-06-03 11:13:23,2026-06-03 11:13:23,8.383333333333333,Bengaluru,Electronic City,bike,11,1,0,0.42801771557430635,0
O01750,S004,P016,Personal Care,2026-06-09 08:42:00,2026-06-09 08:52:00,2026-06-09 08:50:24,2026-06-09 08:50:24,8.4,Mumbai,Dadar,bike,8,1,0,0.21620421601644393,0
O01519,S014,P035,Snacks,2026-06-28 20:51:00,2026-06-28 21:01:00,2026-06-28 21:04:37,2026-06-28 21:04:37,13.616666666666667,Bengaluru,HSR Layout,bike,20,0,1,0.8983592834455388,1
O00714,S010,P040,Grocery,2026-06-23 15:09:00,2026-06-23 15:19:00,2026-06-23 15:14:23,2026-06-23 15:14:23,5.383333333333334,Mumbai,Goregaon,bike,15,1,0,0.4556507294469387,0
O00060,S006,P054,Bakery,2026-06-30 07:39:00,2026-06-30 07:49:00,2026-06-30 07:50:06,2026-06-30 07:50:06,11.1,Mumbai,Chembur,bike,7,0,1,0.3771901532572637,0
O01474,S001,P024,Fruits & Vegetables,2026-06-19 16:04:00,2026-06-19 16:14:00,2026-06-19 16:11:51,2026-06-19 16:11:51,7.85,Mumbai,Andheri,bike,16,1,0,0.6491293267375927,1
O01420,S019,P018,Personal Care,2026-06-03 15:17:00,2026-06-03 15:27:00,2026-06-03 15:26:49,2026-06-03 15:26:49,9.816666666666666,Bengaluru,Yelahanka,scooter,15,1,0,0.2924957869634433,0
O01714,S005,P057,Snacks,2026-06-11 22:46:00,2026-06-11 22:56:00,2026-06-11 23:02:28,2026-06-11 23:02:28,16.466666666666665,Mumbai,Malad,bicycle,22,0,1,0.5682956689129968,1
O01367,S009,P020,Fruits & Vegetables,2026-06-22 09:57:00,2026-06-22 10:07:00,2026-06-22 10:06:44,2026-06-22 10:06:44,9.733333333333333,Mumbai,Kurla,bike,9,1,0,0.5828667205169573,1
O01478,S001,P015,Beverages,2026-06-30 20:24:00,2026-06-30 20:34:00,2026-06-30 20:39:59,2026-06-30 20:39:59,15.983333333333333,Mumbai,Andheri,bike,20,0,1,0.544131459534305,1
O00341,S013,P041,Dairy,2026-06-06 17:27:00,2026-06-06 17:37:00,2026-06-06 17:32:25,2026-06-06 17:32:25,5.416666666666667,Bengaluru,Whitefield,bike,17,1,0,0.4550223847145268,0
O00282,S014,P040,Grocery,2026-06-08 09:06:00,2026-06-08 09:16:00,2026-06-08 09:16:15,2026-06-08 09:16:15,10.25,Bengaluru,HSR Layout,bike,9,0,1,0.7981431018415875,1
O00819,S013,P021,Snacks,2026-06-22 16:08:00,2026-06-22 16:18:00,2026-06-22 16:13:45,2026-06-22 16:13:45,5.75,Bengaluru,Whitefield,bicycle,16,1,0,0.4177711912693082,0
O00003,S010,P054,Personal Care,2026-06-05 12:10:00,2026-06-05 12:20:00,2026-06-05 12:13:39,2026-06-05 12:13:39,3.65,Mumbai,Goregaon,bike,12,1,0,0.26466070377538753,0
O01553,S011,P043,Snacks,2026-06-12 18:45:00,2026-06-12 18:55:00,2026-06-12 18:56:57,2026-06-12 18:56:57,11.95,Bengaluru,Koramangala,bike,18,0,1,0.6641442382808981,1
O01568,S004,P017,Bakery,2026-06-13 10:05:00,2026-06-13 10:15:00,2026-06-13 10:10:33,2026-06-13 10:10:33,5.55,Mumbai,Dadar,bike,10,1,0,0.38097536673153987,0
O01310,S005,P025,Bakery,2026-06-24 19:30:00,2026-06-24 19:40:00,2026-06-24 19:44:41,2026-06-24 19:44:41,14.683333333333334,Mumbai,Malad,scooter,19,0,1,0.5427168849047052,1
O00480,S019,P058,Bakery,2026-06-05 11:45:00,2026-06-05 11:55:00,2026-06-05 11:58:55,2026-06-05 11:58:55,13.916666666666666,Bengaluru,Yelahanka,bike,11,0,1,0.35993749772727957,0
O01710,S007,P052,Personal Care,2026-06-20 15:54:00,2026-06-20 16:04:00,2026-06-20 16:09:10,2026-06-20 16:09:10,15.166666666666666,Mumbai,Borivali,bike,15,0,1,0.8333439311194836,1
O01742,S006,P024,Snacks,2026-06-26 08:31:00,2026-06-26 08:41:00,2026-06-26 08:41:40,2026-06-26 08:41:40,10.666666666666666,Mumbai,Chembur,bike,8,0,1,0.3628933015481364,0
O01733,S007,P025,Grocery,2026-06-15 13:12:00,2026-06-15 13:22:00,2026-06-15 13:24:31,2026-06-15 13:24:31,12.516666666666667,Mumbai,Borivali,scooter,13,0,1,0.8850505571366478,1
O01731,S007,P013,Beverages,2026-06-06 13:17:00,2026-06-06 13:27:00,2026-06-06 13:29:28,2026-06-06 13:29:28,12.466666666666667,Mumbai,Borivali,bike,13,0,1,0.8718801413681959,1
O01244,S014,P046,Bakery,2026-06-06 13:22:00,2026-06-06 13:32:00,2026-06-06 13:32:05,2026-06-06 13:32:05,10.083333333333334,Bengaluru,HSR Layout,bike,13,0,1,0.8513976682759976,1
O00784,S001,P019,Bakery,2026-06-03 07:04:00,2026-06-03 07:14:00,2026-06-03 07:09:41,2026-06-03 07:09:41,5.683333333333334,Mumbai,Andheri,bike,7,1,0,0.3250269141510397,0
O00106,S017,P018,Grocery,2026-06-10 18:53:00,2026-06-10 19:03:00,2026-06-10 19:00:54,2026-06-10 19:00:54,7.9,Bengaluru,JP Nagar,scooter,18,1,0,0.6676714864902732,1
O00664,S016,P060,Snacks,2026-06-15 19:03:00,2026-06-15 19:13:00,2026-06-15 19:11:52,2026-06-15 19:11:52,8.866666666666667,Bengaluru,Marathahalli,scooter,19,1,0,0.5155024586738775,1
O01355,S011,P008,Fruits & Vegetables,2026-06-09 15:00:00,2026-06-09 15:10:00,2026-06-09 15:15:39,2026-06-09 15:15:39,15.65,Bengaluru,Koramangala,bike,15,0,1,0.7652884581039993,1
O00999,S001,P045,Personal Care,2026-06-28 03:30:00,2026-06-28 03:40:00,2026-06-28 03:35:21,2026-06-28 03:35:21,5.35,Mumbai,Andheri,bike,3,1,0,0.15469633459471283,0
O00951,S004,P053,Dairy,2026-06-23 10:04:00,2026-06-23 10:14:00,2026-06-23 10:09:38,2026-06-23 10:09:38,5.633333333333334,Mumbai,Dadar,scooter,10,1,0,0.3635086799141041,0
O00957,S019,P015,Grocery,2026-06-01 21:41:00,2026-06-01 21:51:00,2026-06-01 21:48:45,2026-06-01 21:48:45,7.75,Bengaluru,Yelahanka,bike,21,1,0,0.5518514110460313,1
O01363,S014,P007,Bakery,2026-06-24 19:59:00,2026-06-24 20:09:00,2026-06-24 20:07:45,2026-06-24 20:07:45,8.75,Bengaluru,HSR Layout,bike,19,1,0,0.9038246563257102,1
O00418,S009,P004,Bakery,2026-06-17 12:37:00,2026-06-17 12:47:00,2026-06-17 12:47:02,2026-06-17 12:47:02,10.033333333333333,Mumbai,Kurla,bike,12,0,1,0.49457206394617326,0
O00804,S019,P047,Beverages,2026-06-25 13:57:00,2026-06-25 14:07:00,2026-06-25 14:04:12,2026-06-25 14:04:12,7.2,Bengaluru,Yelahanka,bicycle,13,1,0,0.3600558383521322,0
O00260,S006,P060,Grocery,2026-06-27 12:31:00,2026-06-27 12:41:00,2026-06-27 12:37:48,2026-06-27 12:37:48,6.8,Mumbai,Chembur,scooter,12,1,0,0.4675250026320749,0
O01411,S016,P007,Household,2026-06-07 20:48:00,2026-06-07 20:58:00,2026-06-07 20:53:17,2026-06-07 20:53:17,5.283333333333333,Bengaluru,Marathahalli,bike,20,1,0,0.5163970233400649,1
O01122,S007,P031,Personal Care,2026-06-17 16:35:00,2026-06-17 16:45:00,2026-06-17 16:45:47,2026-06-17 16:45:47,10.783333333333333,Mumbai,Borivali,bike,16,0,1,0.8444857326008294,1
O01410,S002,P014,Grocery,2026-06-22 09:52:00,2026-06-22 10:02:00,2026-06-22 10:00:26,2026-06-22 10:00:26,8.433333333333334,Mumbai,Bandra,scooter,9,1,0,0.34436126953219637,0
O00825,S014,P016,Dairy,2026-06-20 18:38:00,2026-06-20 18:48:00,2026-06-20 18:50:29,2026-06-20 18:50:29,12.483333333333333,Bengaluru,HSR Layout,bike,18,0,1,0.8892624037219841,1
O01146,S001,P044,Beverages,2026-06-05 13:11:00,2026-06-05 13:21:00,2026-06-05 13:20:23,2026-06-05 13:20:23,9.383333333333333,Mumbai,Andheri,scooter,13,1,0,0.4012290644448274,0
O01217,S001,P024,Snacks,2026-06-22 19:54:00,2026-06-22 20:04:00,2026-06-22 20:10:09,2026-06-22 20:10:09,16.15,Mumbai,Andheri,bike,19,0,1,0.528752313433174,1
O01353,S020,P013,Snacks,2026-06-24 18:39:00,2026-06-24 18:49:00,2026-06-24 18:49:32,2026-06-24 18:49:32,10.533333333333333,Bengaluru,Malleshwaram,bike,18,0,1,0.49468875801583106,0
O00632,S018,P060,Beverages,2026-06-18 13:44:00,2026-06-18 13:54:00,2026-06-18 13:51:17,2026-06-18 13:51:17,7.283333333333333,Bengaluru,Electronic City,scooter,13,1,0,0.29046564813527476,0
O00184,S015,P003,Fruits & Vegetables,2026-06-12 18:15:00,2026-06-12 18:25:00,2026-06-12 18:22:09,2026-06-12 18:22:09,7.15,Bengaluru,Jayanagar,bike,18,1,0,0.6193280755970646,1
O01098,S008,P045,Personal Care,2026-06-15 17:15:00,2026-06-15 17:25:00,2026-06-15 17:22:23,2026-06-15 17:22:23,7.383333333333334,Mumbai,Worli,bike,17,1,0,0.3837404407748511,0
O00071,S012,P041,Bakery,2026-06-23 08:11:00,2026-06-23 08:21:00,2026-06-23 08:17:56,2026-06-23 08:17:56,6.933333333333334,Bengaluru,Indiranagar,bike,8,1,0,0.08211079818623312,0
O00130,S009,P038,Fruits & Vegetables,2026-06-27 17:23:00,2026-06-27 17:33:00,2026-06-27 17:33:30,2026-06-27 17:33:30,10.5,Mumbai,Kurla,bike,17,0,1,0.7299486211399574,1
O01214,S010,P019,Personal Care,2026-06-23 20:25:00,2026-06-23 20:35:00,2026-06-23 20:36:18,2026-06-23 20:36:18,11.3,Mumbai,Goregaon,bike,20,0,1,0.41045754729431444,0
O00481,S003,P032,Household,2026-06-21 23:20:00,2026-06-21 23:30:00,2026-06-21 23:28:54,2026-06-21 23:28:54,8.9,Mumbai,Powai,scooter,23,1,0,0.7182409930131817,1
O01218,S002,P007,Household,2026-06-16 08:03:00,2026-06-16 08:13:00,2026-06-16 08:14:35,2026-06-16 08:14:35,11.583333333333334,Mumbai,Bandra,bike,8,0,1,0.2873827327302379,0
O00945,S012,P031,Household,2026-06-27 11:41:00,2026-06-27 11:51:00,2026-06-27 11:51:08,2026-06-27 11:51:08,10.133333333333333,Bengaluru,Indiranagar,bike,11,0,1,0.08399338123450169,0
O01048,S010,P036,Snacks,2026-06-21 16:12:00,2026-06-21 16:22:00,2026-06-21 16:16:30,2026-06-21 16:16:30,4.5,Mumbai,Goregaon,bike,16,1,0,0.45060440221516646,0
O01511,S002,P046,Beverages,2026-06-09 01:54:00,2026-06-09 02:04:00,2026-06-09 02:02:50,2026-06-09 02:02:50,8.833333333333334,Mumbai,Bandra,bike,1,1,0,0.19353620717706457,0
O01038,S014,P053,Dairy,2026-06-05 15:31:00,2026-06-05 15:41:00,2026-06-05 15:37:23,2026-06-05 15:37:23,6.383333333333334,Bengaluru,HSR Layout,scooter,15,1,0,0.8624512851419194,1
O00859,S008,P054,Household,2026-06-14 16:41:00,2026-06-14 16:51:00,2026-06-14 16:48:33,2026-06-14 16:48:33,7.55,Mumbai,Worli,bike,16,1,0,0.4647280863277992,0
O00345,S012,P023,Bakery,2026-06-20 08:43:00,2026-06-20 08:53:00,2026-06-20 08:50:00,2026-06-20 08:50:00,7.0,Bengaluru,Indiranagar,bike,8,1,0,0.08211079818623312,0
O00076,S007,P006,Personal Care,2026-06-24 12:35:00,2026-06-24 12:45:00,2026-06-24 12:45:27,2026-06-24 12:45:27,10.45,Mumbai,Borivali,bike,12,0,1,0.7960984835430622,1
O00393,S011,P016,Fruits & Vegetables,2026-06-30 18:17:00,2026-06-30 18:27:00,2026-06-30 18:27:58,2026-06-30 18:27:58,10.966666666666667,Bengaluru,Koramangala,bike,18,0,1,0.8067959629936519,1
O01737,S004,P023,Household,2026-06-10 20:27:00,2026-06-10 20:37:00,2026-06-10 20:42:08,2026-06-10 20:42:08,15.133333333333333,Mumbai,Dadar,bike,20,0,1,0.5291280378805011,1
O01293,S009,P056,Personal Care,2026-06-27 13:20:00,2026-06-27 13:30:00,2026-06-27 13:28:27,2026-06-27 13:28:27,8.45,Mumbai,Kurla,bike,13,1,0,0.3596694947096333,0
O00206,S017,P018,Snacks,2026-06-24 13:27:00,2026-06-24 13:37:00,2026-06-24 13:38:00,2026-06-24 13:38:00,11.0,Bengaluru,JP Nagar,scooter,13,0,1,0.5454866314008076,1
O00298,S010,P010,Personal Care,2026-06-11 09:36:00,2026-06-11 09:46:00,2026-06-11 09:42:08,2026-06-11 09:42:08,6.133333333333334,Mumbai,Goregaon,bike,9,1,0,0.219375081676849,0
O00732,S005,P040,Bakery,2026-06-17 19:31:00,2026-06-17 19:41:00,2026-06-17 19:47:09,2026-06-17 19:47:09,16.15,Mumbai,Malad,bike,19,0,1,0.5427168849047052,1
O00209,S012,P040,Fruits & Vegetables,2026-06-09 17:50:00,2026-06-09 18:00:00,2026-06-09 17:59:40,2026-06-09 17:59:40,9.666666666666666,Bengaluru,Indiranagar,bike,17,1,0,0.25577827240452883,0
O01435,S012,P057,Household,2026-06-13 16:17:00,2026-06-13 16:27:00,2026-06-13 16:24:15,2026-06-13 16:24:15,7.25,Bengaluru,Indiranagar,bicycle,16,1,0,0.12164916750115162,0
O00633,S019,P039,Bakery,2026-06-21 19:56:00,2026-06-21 20:06:00,2026-06-21 20:02:36,2026-06-21 20:02:36,6.6,Bengaluru,Yelahanka,bike,19,1,0,0.5210310139267698,1
O00531,S011,P036,Grocery,2026-06-01 19:12:00,2026-06-01 19:22:00,2026-06-01 19:18:33,2026-06-01 19:18:33,6.55,Bengaluru,Koramangala,bike,19,1,0,0.7041490569796292,1
O01160,S007,P042,Grocery,2026-06-08 21:38:00,2026-06-08 21:48:00,2026-06-08 21:59:38,2026-06-08 21:59:38,21.633333333333333,Mumbai,Borivali,bike,21,0,1,0.9370833570666441,1
O00719,S017,P040,Dairy,2026-06-13 16:02:00,2026-06-13 16:12:00,2026-06-13 16:12:25,2026-06-13 16:12:25,10.416666666666666,Bengaluru,JP Nagar,bike,16,0,1,0.6222089660602987,1
O00871,S009,P013,Grocery,2026-06-03 15:28:00,2026-06-03 15:38:00,2026-06-03 15:34:32,2026-06-03 15:34:32,6.533333333333333,Mumbai,Kurla,bike,15,1,0,0.5460550364967733,1
O00191,S013,P033,Household,2026-06-08 12:05:00,2026-06-08 12:15:00,2026-06-08 12:12:40,2026-06-08 12:12:40,7.666666666666667,Bengaluru,Whitefield,scooter,12,1,0,0.3228448756669584,0
O00338,S004,P029,Bakery,2026-06-11 06:02:00,2026-06-11 06:12:00,2026-06-11 06:06:53,2026-06-11 06:06:53,4.883333333333334,Mumbai,Dadar,bike,6,1,0,0.306759075426676,0
O00192,S011,P051,Dairy,2026-06-05 04:58:00,2026-06-05 05:08:00,2026-06-05 05:07:25,2026-06-05 05:07:25,9.416666666666666,Bengaluru,Koramangala,bike,4,1,0,0.40040135332853827,0
O00667,S013,P013,Personal Care,2026-06-17 18:36:00,2026-06-17 18:46:00,2026-06-17 18:43:07,2026-06-17 18:43:07,7.116666666666666,Bengaluru,Whitefield,bike,18,1,0,0.34057628187987354,0
O00242,S010,P038,Household,2026-06-17 20:34:00,2026-06-17 20:44:00,2026-06-17 20:52:40,2026-06-17 20:52:40,18.666666666666668,Mumbai,Goregaon,bike,20,0,1,0.5131922807892086,1
O00421,S012,P059,Grocery,2026-06-23 18:36:00,2026-06-23 18:46:00,2026-06-23 18:41:05,2026-06-23 18:41:05,5.083333333333333,Bengaluru,Indiranagar,bicycle,18,1,0,0.16380053450544493,0
O00626,S009,P039,Fruits & Vegetables,2026-06-09 20:49:00,2026-06-09 20:59:00,2026-06-09 21:06:36,2026-06-09 21:06:36,17.6,Mumbai,Kurla,bike,20,0,1,0.7758754966202946,1
O00914,S011,P052,Grocery,2026-06-25 03:27:00,2026-06-25 03:37:00,2026-06-25 03:34:07,2026-06-25 03:34:07,7.116666666666666,Bengaluru,Koramangala,bike,3,1,0,0.3887703357784393,0
O01157,S011,P055,Bakery,2026-06-03 11:38:00,2026-06-03 11:48:00,2026-06-03 11:48:57,2026-06-03 11:48:57,10.95,Bengaluru,Koramangala,bike,11,0,1,0.5617573354096171,1
